TI,DE,ID,AB,PY
Pollination ecology of Agave macroacantha (Agavaceae) in a Mexican tropical desert. II. The role of pollinators,Agave macroacantha; deserts; fruit set; Mexico; moths; nectar-feeding bats; pollination biology; pollinator effectiveness; rosette plants,NECTAR-FEEDING BATS,"We did a series of observational studies and manipulative experiments on the guild of nocturnal visitors of Agave macroacantha, including (1) a description of the hourly patterns of visits by moths and bats, (2) an evaluation of the relative contribution of bats and moths to flowering success, and (3) an evaluation of the pollination efficiency of the different bar species. Scapes exposed to moths but excluded to bats yielded similar to 50% fewer fruits than those exposed to both pollinator groups. Flowers exposed to the bat species Leptonycteris curasoae showed similar fruiting success to those exposed to Choeronycteris mexicana and to those exposed to the whole nocturnal visitor guild. However, the fruits originated from flowers pollinated by Lepronycteris curasoae yielded significantly more seed than those exposed to Choeronycteris mexicana or to the whole pollinator guild. It is concluded that Agave macroocantha is extremely dependent on nocturnal pollinators for its reproductive success and that bats are especially important for successful pollination. Some of these pollinators are migratory and have been reported to be steadily declining. A continuing decline in the populations of pollinators may impede the successful sexual reproduction of the plant host and may put the long-term survival of this agave species under risk.",2000
Artocarpus (Moraceae) - Gall midge pollination mutualism mediated by a male-flower parasitic fungus,Borneo; gall midge; Lambir; monoecy; Moraceae; Mucorales; pollination,REPRODUCTIVE ECOLOGY; USTILAGO-VIOLACEA; WIND-POLLINATION; MIMICRY; FIG; EVOLUTION; BIOLOGY; FOREST; SYSTEM,"A previously undescribed pollination system involving a monoecious tree species, Artocarpus integer (Moraceae), pollinator gall midges, and fungi is reported from a mixed dipterocarp forest in Sarawak, Borneo. The fungus Choanephora sp. (Choanephoraceae, Mucorales, Zygomycetes) infects male inflorescences of A. integer, and gall midges (Contarinia spp., Cecidomyiinae, Diptera) feed on the fungal mycelia and oviposit on the inflorescence. Their larvae also feed on the mycelia and pupate in the inflorescence. The gall midges are also attracted by female inflorescences lacking mycelia, probably due to a floral fragrance similar to that of male inflorescences. Because of the sticky pollen, dominance of Contarinia spp. in flower visitors, and pollen load observed on Contarinia spp. collected on both male and female inflorescences, Artocarpus integer is thought to be pollinated by the gall midges. Although several pathogenic fungi have been reported to have interactions with pollinators, this is the first report on a pollination mutualism in which a fungus plays an indispensable role. The pollination system described here suggests that we should be more aware of the roles fungi can play in pollinations.",2000
Flowering and pollination of Philodendron melinonii (Araceae) in French Guiana,Cyclocephala; Dynastinae; heat production; pollination specificity,BEETLE POLLINATION; SAUROMATUM-GUTTATUM; INFLORESCENCES; STRATEGIES; ANNONACEAE; EVOLUTION; APPENDIX; SELLOUM,"The pollination ecology of Philodendron melinonii was studied at two locations in French Guiana. Inflorescences of P. melinonii were regularly visited by Cyclocephala colasi, a scarab beetle also found in inflorescences of P. solimoesense in the same area. The flowering cycle lasted two days and the inflorescence exhibited features typical for beetle pollination (e.g,, floral chamber, food rewards, flower heating). The flowering process is well synchronized with the night activity of Cyclocephala visitors. The spadix temperature was measured during the entire flowering cycle in the field in French Guiana and in greenhouse conditions at the Montreal Botanical Garden. Both measurements gave a similar temperature pattern with a two hour delay at the Botanical Garden. The spadix warmed up twice during the flowering period and its temperature was not significantly different from that of ambient air between the two peaks, These two temperature peaks are also well synchronized with the arrival and departure of the beetles on two consecutive nights.",2000
Why is mast seeding in Chionochloa rubra (Poaceae) most extreme where seed predation is lowest?,Chionochloa; Poaceae; mast seeding; seed predator satiation; effects of altitude; climate; site favourability; ecotypes,NEW-ZEALAND; EVOLUTIONARY ECOLOGY; WIND POLLINATION; DISPERSAL; PALLENS; GROWTH; RANGE; MACRA; TREES,"Mast seeding (highly variable population seed crops among years) is common in the New Zealand flora, and is especially evident in high elevation populations of Chionochloa (snow tussocks). However, mast seeding is less pronounced at low elevations in New Zealand plants, including C. rubra. Past studies of high elevation Chionochloa populations showed that the main benefit of mast seeding is the satiation of pre-dispersal insect seed predators. We therefore predicted that, to be able to set seed regularly, either C. rubra should suffer less predation than other Chionochloa species, or low elevation populations of C. rubra should experience lower seed predation than higher elevation populations. To test these predictions we surveyed seed predation in C. rubra and neighbouring C. pallens and C. flavescens at 22 New Zealand sites spanning over 1000 m in altitude. Total seed predation was not significantly lower in C. rubra (48%) than in C. pallens (22%) and C. flavescens (54%). Seed predation significantly increased with decreasing altitude, in direct contradiction to our prediction. This reveals a reproductive paradox: why do low elevation populations of C. rubra not show more pronounced mast seeding? We discuss three possible answers: (1) C. rubra has not formed altitudinal ecotypes with different critical temperatures for heavy floral induction; (2) the seed predators at low elevation are harder to satiate; or (3) low elevation populations suffer stronger disadvantages from masting through high intraspecific competition and/ or density dependent seedling mortality. We suggest that this paradox may also occur in many other masting plants with wide altitudinal ranges, that predator satiation will often break down at the lower altitudinal limit of the plant, and that seed predation may limit the lower elevational range of some masting plant species.",2000
Reproduction in an orchid can be resource-limited over its lifetime,Comparettia falcata; floral rewards; hummingbird pollination; nectar; orchid; pollen limitation; Puerto Rico; reproductive ecology; resource constraints,FRUIT PRODUCTION; NEOTROPICAL ORCHID; FLORAL NECTAR; LIMITATIONS; POLLINATOR; COST; FREQUENCY; DISPLAY; FLOWER,"Most orchids studied thus far show long-term resource adjustments to increases in fruit production within a flowering season, but none of these offers rewards to their potential pollinators. If nectar production is energetically expensive, then resources utilized to produce fruits and seeds may be even more limited in pollinator-rewarding orchids than in non-rewarding ones. Thus, resource adjustments may be more dramatic or entirely different in nectar producing plants. In this study we performed artificial hand-pollinations for two consecutive flowering seasons in the nectar producing orchid Comparettia falcata, and tested whether or not fruit set, seed set, and seed viability were limited by the quantity of pollinations or by resources. In addition, we compared mechanisms of short-term (fruit abortion within seasons) and long-term consequences (percent change in leaf length and change in flower number per plant between seasons, probability of shoot and inflorescence production, and mortality) between hand-pollinated and unmanipulated plants. The relationships among plant traits related to vegetative size and reproduction also were examined. Hand-pollinations showed some negative effects. Fruit set was higher in hand-pollinated plants in the first season bur was similar to the controls in the second. Seed set was significantly lower and abortions were higher than in unmanipulated plants. On the other hand, some of our measurements were unaffected by the hand-pollination treatment. Unexpectedly, there were no significant differences between groups in percent change in leaf length, change in flower number per plant between seasons, or the probability of shoot and inflorescence production. Although there was a strong correlation between leaf six and the number of flowers produced within a season, associations between leaf size and traits related to current or future reproduction were not consistent Like other epiphytic orchids, pollination limitation occurred within a single season in C. falcata, but increases in fruit production also resulted in reduced lifetime fitness as estimated by a compounded fitness index. Contrary to all other epiphytic orchids studied, long-term adjustments to increased fruit production in C. falcata through reduction in future growth or flower and inflorescence production were either minor or lacking. Our results suggest that the nature of plant strategies associated with resource constraints during sexual reproduction may be dependent on whether or not plants have evolved traits that are costly.",2000
Nectar sources used by birds in monsoonal north-western Australia: a regional survey,,KAKADU-NATIONAL-PARK; WET-DRY TROPICS; FORAGING ECOLOGY; SOUTH-AUSTRALIA; RAIN-FORESTS; POLLINATION; TERRITORY; WOODLAND; FLOWERS; MANGROVES,"We document the flora that provides nectar for birds in monsoonal north-western Australia, and examine the relationship between floral morphology and bird morphology in the region. Twenty-four regular nectarivores (21 honeyeaters, two lorikeets, one white-eye) and 29 opportunist species have been observed probing the flowers of 116 species of plants from 28 families. Amongst the nectar sources, the Myrtaceae is dominant in both the number of species and frequency of use, followed distantly by the Proteaceae and Loranthaceae. Variation between bird species in patterns of use of different floral structures primarily reflected the habitats occupied rather than shared or co-evolved morphology. Woodland birds made particular use of staminiferous cups, mangal specialists particular use of open sepaliferous and petaliferous flowers, and forest specialists and habitat generalists intermediate use of these flower types. Bird-flower relationships in monsoonal Australia may be generalised because of a combination of the dominance of mass-flowering myrtaceous trees, aridity during past glacials that may have eliminated specialists from the system, and perhaps also because many nectar sources are shared with bats.",2000
The realized effect of postpollination sexual selection in a natural plant population,pollen competition; mate choice; paternity; DNA fingerprinting; pollination; AFLP,RAPHANUS-SATIVUS; WILD RADISH; PATERNITY; SUCCESS; FITNESS,"The ultimate importance of postpollination sexual selection has remained elusive, largely because of the difficulty of assigning paternity in the field. Here I use a powerful new molecular marker (AFLP) for paternity analysis in a natural population of the outcrossing angiosperm Persoonia mollis (Proteaceae) to assess male reproductive success following equal pollination of 15 pollen donors on each of 6310 pistils. These results were contrasted with male reproductive success of these same plants following natural mating. Following equal pollination, there was a significant departure from equal siring success, indicating a potential for postpollination sexual selection. The most successful pollen donor sired more than twice the expected number of seeds, and this was largely consistent across recipient plants. However, siring success following natural mating was significantly different from siring success following artificial pollination and showed that the reproductive gains to be made from superior pollen performance did not translate into increased reproductive success following natural mating. As the ecological context for postpollination sexual selection is strong in P. mollis, I suggest that pollen competition may ultimately have only a weak effect on non-random male mating success under natural conditions because the realized opportunities for pollen competition within pistils are limited.",2000
"Gene flow in a facultative apomictic poacea, the Savanna grass Hyparrhenia diplandra",,INBREEDING DEPRESSION; SELF-FERTILIZATION; GENOTYPIC DIVERSITY; EVOLUTION; SYSTEM; PLANTS; COEVOLUTION; TARAXACUM; MATTER; MODELS,"The genetics of the poacea Hyparrhenia diplandra was studied in four natural populations from an ecological station in West Africa, where it makes up 80% of grasses from wet savanna and constitutes a dense continuum of randomly distributed individuals. DNA content and cytogenetical observations suggest it is an allotetraploid. Using two highly variable microsatellites (heterozygosity H = 0.615-0.616), we show that this species is an apomict with rare sexual reproduction events that account for similar to 0.5% of seeds pollinated in the wild. Hexaploid individuals were also produced, corroborating the observation of aberrant genotypes in the wild. The spatial extent of asexual clones in the field was low in comparison with the predominance of apomixis, thus indicating a low dispersal of seeds from their parent. Heterozygosity and departure from Hardy-Weinberg predictions were similar in the four populations, revealing a high apparent selfing rate (s = 0.599) among sexually produced seeds. This is an overestimate since we could not distinguish true selfing from reciprocal outcrosses between neighboring individuals from the same apomictic clone. Gene flow by pollen could be substantial, possibly explaining the absence of isolation by distance in the studied area.",2000
"Phylogenetic studies in Callitriche: implications for interpretation of ecological, karyological and pollination system evolution",Callitriche; phylogeny; hydrophily; evolution,ANGIOSPERMS; ALISMATIDAE,"Species of Callitriche (Callitrichaceae) exhibit considerable diversity in chromosome number (n = 3-20), ecology (submersed, amphibious, semiamphibious, terrestrial) and pollination systems (anemophily, hypohydrophily). Callitriche is the only genus of angiosperms in which both aerial pollination and hypohydrophily have been documented. Phylogenetic analyses were conducted using morphologic and rbcL sequence characters for 20 taxa that represent the range of chromosome number, ecological and pollination system diversity in the genus. Parsimony analyses reveal that aneuploid reduction (n = 5 to 4) and polyploidy (n = 5 to 10) have evolved at least twice in the genus; whereas the obligately submersed growth habit and hypohydrophily have evolved once. Although internal geitonogamy (a unique self-fertilization system known only in Callitriche) occurs in at least seven species in the genus, the analyses reveal that it likely evolved only once. ",2000
A positive association between oviposition and fruit set: female choice or manipulation?,predispersal seed predators; female choice; Hylemya; plant-animal interactions; Ipomopsis aggregata,SILENE-VULGARIS CARYOPHYLLACEAE; PREDATOR HYLEMYA SP; IPOMOPSIS-AGGREGATA; SEED PREDATION; LARVAL PERFORMANCE; PIERID BUTTERFLIES; SITE SELECTION; GALL APHIDS; PREFERENCE; HOST,"The relationship between where a female chooses to oviposit and her larvae's performance at those sites is critical to both the ecology and evolution of plant-insect interactions. For predispersal seed predators that do not themselves pollinate their host and whose larvae are sessile, females must be able to predict which flowers will ultimately be pollinated and set fruit, or be able to manipulate flowers in some way to ensure they set fruit. Otherwise, their offspring will perish. Here we describe the results of an experiment in which we tested if female Hylemya (Diptera: Anthomyiidae) are choosing oviposition sites wisely, or if they are manipulating flowers of their host, Ipomopsis aggregata (Polemoniaceae), in some way to ensure fruit set. Previous work in this system established a positive correlation between oviposition and fruit set. By bagging females on flowers, we removed their ability to choose flowers on which to oviposit. We found that flowers females oviposited on, whether bagged (""no choice"") or unbagged (""female choice""), had a significantly higher probability of setting fruit than ""control"" flowers that we bagged but did not cage females on. In addition, we tested if Hylemya prefer particular architectural locations of flowers and if those locations correspond with higher than average fruit set. Although flowers at the distal end of the plant, and those most proximal to the main stem, were more likely to set fruit overall, Hylemya was no more likely to oviposit on those flowers than others on the plant. Tal;en together, our results suggest that Hylemya is somehow able to manipulate its host to ensure fruit set and thus the provisioning of their larvae.",2000
Provenances and families show different patterns of relationship between bud set and frost hardiness in Picea abies,,MENZIESII VAR GLAUCA; DOUGLAS-FIR; PINUS-SYLVESTRIS; SEXUAL REPRODUCTION; GENETIC-VARIATION; ECOLOGICAL ADAPTATIONS; MATERNAL ENVIRONMENT; PARENTAL ENVIRONMENT; SOUTHWEST OREGON; COLD-ACCLIMATION,"We have compared bud set and frost hardiness among Norway spruce (Piceas abies (L.) Karst.) provenances and families in two cold-acclimation regimes in a phytotron; low light intensity and high night temperatures (LL-HNT), and high light intensity and low night temperatures (HL-LNT) under shortening day lengths. Nine provenances from 59-66%N and altitude 100-700 m within Norway, and nine open-pollinated families from a single stand (61%N, 270 m elevation) were used. Both provenances and families started bud set and frost hardening earlier in LL-HNT than in HL-LNT. Correlations between the same trait expressed in two regimes were high for both bud set and hardiness at the provenance level and slightly lower at the family level. The variation among family means in bud set and hardiness was large. The differences found between the family extremes were up to 75% of those found between provenance extremes. The relationship between bud set and frost hardiness was strong among the provenance means within both environments (r = 0.92) but weak for the families (r = 0.22-0.44). Causal factors influencing phenotypic variation within traits and covariation among traits may differ for provenances and families within stands. The strong relationships among traits that are found at the provenance level cannot be generalized to the levels of families or clones.",2000
Ecological significance and heritability of floral reproductive traits in Gentianella campestris (Gentianaceae),autofertility; dichogamy; Gentianella campestris; flower morphology; herkogamy; heritability; pollination; reproductive system,,"We investigated the occurrence of herkogamy and dichogamy in 43 populations of the grassland biennial Gentianella campestris in Sweden, and experimentally tested their significance for the reproductive system of the species. Furthermore, we performed a heritability test to evaluate the potential for selection on traits related to herkogamy. Dichogamy did not occur in the studied populations, and herkogamy was restricted to five populations. Two types of herkogamy were found, one with the stigma protruding above the anthers (hyper-stigmatic), and one with the stigma positioned below the anthers (hypo-stigmatic). In both types, the stamens elongated during anthesis. In the hyper-stigmatic plants, the anthers reached and pollinated the stigma after c. 3-4 days. This did not occur in hypo-stigmatic plants. Pollination experiments showed that the plants were self-compatible and that elongation of stamens provided a mechanism for reproductive assurance in hyper-stigmatic plants. The type of herkogamy did not differ between flowers of the same developmental stage within a plant. In two of the five herkogamous populations, the herkogamy differed between plants, but there was a normal distribution of the anther-stigma separation. Herkogamy was not related to population size. A comparison of the anther-stigma separation of self-pollinated mother plants and their offspring showed that herkogamy was a highly heritable trait (average h(2) = 0.85), that clearly has the potential to respond to selection.",2000
"Benefits and constraints on plant defense against herbivores: Spines influence the legitimate and illegitimate flower visitors of yellow star thistle, Centaurea solstitialis L-(asteraceae)",,NECTAR; RESISTANCE; BIOLOGY,"The evolutionary ecology of plant defenses against herbivores is generally understood ill a cost-benefit framework. We studied the ecological consequences of the spines of Ccn taurea solstitialis L. (yellow star thistle) which are typically thought of as defenses against mammalian herbivores. By experimentally removing spines, which consist of dead tissue, we show that ""nectar robbing"" lepidopteran all visitors are deterred by naturally occurring spines (a benefit). Unlike the lepidoptera, legitimate pollinators (bees and flies) were not more likely to visit spineless flower heads, although bees and flies did spend 20% more time per visit on spineless flower heads. One potential cost of having spines is the lower time per visit of the bees. The net result of spine removal from flower heads was a 22% reduction in the percentage of Riled seeds of spineless flower heads compared to, spined controls. Thus, spines of yellow star thistle mall not only deter mammalian herbivory, but also deter lepidoptera which are illegitimate flower visitors. Although the spines may be energetically costly (not measured in this experiment), or costly because of other ecological trade-offs, it appears that these costs are outweighed by the benefits of spines as a plant defense.",2000
Reproductive ecology and breeding system of Lomatia silaifolia (Proteaceae) following a fire,,GREVILLEA-BARKLYANA PROTEACEAE; BANKSIA-SPINULOSA PROTEACEAE; SELECTIVE FRUIT ABORTION; R-BR PROTEACEAE; SEED SET; AUSTRALIAN PROTEACEAE; FLOWERING PATTERNS; POLLINATION; POLLEN; REQUIREMENTS,"Lomatia silaifolia (Smith) R. Br. (Proteaceae) is a common shrub in southeastern Australian bushland that generally flowers only once after each fire. However, little is known of the details of this post-fire flowering. Lomatia silaifolia has flowers well-spaced along its conflorescence axis, unlike many other Proteaceae species, thus allowing close examination of the influence of flower position, mate choice and flowering sequence on fruit production. We examined breeding system, flowering phenology and spatial patterns of fruit set in the species, after a fire in September 1992 at Bulli Tops, New South Wales. Flowering occurred in December-January, but only in the first and second summers after the fire. The species is partially self-compatible: only 25% of self-pollinated conflorescences initiated fruits compared with 100% of cross-pollinated conflorescences. Fewer flowers initiated fruits after hand self-pollination (3.0%) than after cross-pollination (35.4%). Self-pollinated flowers produced fewer viable seeds (22.2% viable) than cross-pollinated flowers (62.9% viable). Pollen tubes were found in 72% of the self-pollinated flowers examined, suggesting that there is no early stylar self-incompatibility in the species. There was a high level of herbivory on flowering and fruiting branches, with 69% of unbagged branches completely destroyed. This may significantly affect recruitment in the species, given the limited opportunities for reproduction in the post-fire environment. In this study, fruits were evenly distributed along the conflorescence axis unlike some other species in the Proteaceae with more compressed, spike-like flowering structures where fruits are typically concentrated in some parts of the conflorescence axis (e.g. Telopea and some Banksia spp.). No bird visitors to flowers were observed, but a variety of insect visitors were identified.",2000
Pollination failure in mediterranean Ruscus aculeatus L.,dioecy; reproductive ecology; winter flowering,SEX-RATIOS; BIOGEOGRAPHY; REPRODUCTION; BIOLOGY; REGION; FLOWER; PLANTS; SHRUB,"The reproductive biology of Ruscus aculeatus L, was studied at a mediterranean site during 1996-1999. Field observations showed that reproductive success was very low, because only 3% of the marked flowers developed fruits in 1996 and none in 1997 and 1998. Several experiments were performed to investigate the reasons for reproductive failure in this species. Pollen viability was on average 85%, showing that reproductive failure is not due to poor pollen quality. Two hand-pollination experiments showed that all flowers are potentially able to develop fruits throughout the flowering period, suggesting that no aberration occurs in sporogenesis, fertilization or post-zygote processes in R. aculeatus and that low reproductive success in the field occurs because of lack of pollination. This hypothesis was tested by looking for pollen on the stigmatic surface of randomly sampled flowers, but without success. Moreover, the bodies of insects trapped in the proximity of the female plants were carefully checked for pollen but none was found. The number of pollen grains produced per flower is lower than that reported for wind-pollinated species. Nevertheless, iue showed with empirical probes that the possibility of wind pollination cannot be ruled out. The breeding system and reproductive characteristics of R. aculeatus seem to match the traits of the sclerophyllous taxa remnants of the tropical Tertiary flora. Moreover, the climatic fluctuation of the Quaternary and the establishment of the mediterranean climate might have changed the conditions of a good pollination process. At present, the low sexual reproduction of R. aculeatus is due to the lack of pollen transport. Within a population of R. aculeatus, genetic variability is revealed by seeds from the few developed fruits which have been shown to be viable. However, maintenance of the individual plants in the population relies on the resprouting capacity of the species in question.",2000
Studies on the breeding systems of understorey species of a Chaco woodland in NE Argentina,Bromeliaceae; Cactaceae; Erythroxylaceae; Chaco; breeding systems; self-incompatibility,SELF-INCOMPATIBILITY; REPRODUCTIVE-BIOLOGY; FOREST; ERYTHROXYLACEAE; POLLINATION; COMMUNITY; CACTACEAE,"The breeding systems of seven understorey species in a Chaco woodland in NE Argentina were studied by means of hand pollinations and fluorescence microscopy observations of post-pollination events. Six species showed self-incompatibility (SI), with heteromorphic SI in Erythroxylum microphyllum, and probable homomorphic gametophytic SI (stylar inhibition of self-pollen tubes) in Aechmea distichantha, Bromelia serra, Cleistocactus baumannii, Dyckia ferox and Grabowskia duplicata. Opuntia retrorsa was self-compatible. A notable feature of inter-morph cross-compatibility in E. microphyllum was differential fruiting success using pollen from different stamen whorls of the long-style morph. The high incidence of self-incompatibility in the understorey component of this Chaco woodland is similar to that found in some South American montane forests, and is in contrast to the widespread self-compatibility reported for this stratum in some neotropical forests. It is proposed that these breeding system differences are probably linked to the different taxonomic families represented in the understorey strata of these communities and are not a consequence of adaptations to pollination biology or other ecological factors.",2000
New advances in pollination biology and the studies in China,pollination biology; advances; suggestions,LIRIODENDRON CHINENSE; POLLEN FLOW; FLORAL EVOLUTION; SEXUAL SYSTEMS; PLANTS; SCROPHULARIACEAE; ANGIOSPERMS; FOREST,"Pollination biology is the study of the various biological features in relation to the event of pollen transfer. It is one of the central concerns of plant reproductive ecology and evolutionary biology. In this paper, we attempt to introduce the main advances and some new interests in pollination biology and make a brief review of the research work that has been done in China in recent years. We also give some insights into the study that we intend to carry out in this field in the future.",2000
Pollination ecology of Helicteres isora Linn. (Sterculiaceae),,HUMMINGBIRD POLLINATION; FLOWERS; BIRDS,"The flowers of Helicteres isora are large, bisexual and zygomorphic with robust corolla. The elongated staminal column is adnate to the gynophore and the ten anthers are grouped at the tip of this column. The ovary with a short style ending in a simple stigma projects beyond the anthers and stays in an erect position. The flowers open daily at 0300-0330 h and are visited by birds and insects during daytime. The flowers characteristically change their colour, being bluish-grey on day one (d(1)), changing to light red on day two (d(2)) and dark red on day three (d(3)). Birds collect nectar more frequently from d(2) and d(3) flowers. Bees collect nectar and pollen mostly from d(1) flowers. The flowers are not apomictic, but compatible for auto-, geitono- and xenogamy. The bees Ceratina and Trigona mediate autogamy and geitonogamy by remaining mostly on the same flower while Pseudapis and Amegilla promote xenogamy by their frequent inter-tree movement. The birds quaker babbler Alcippe poioicephala and Indian myna Acridotheres tristis largely promote xenogamy because stigma receptivity continues up to the second day of flower life. Since the two bird species implicated in pollination are not entirely nectarivorous, total dependence on them for pollination may not be an ideal strategy, and receiving pollen-collecting bees may help in the reproduction of H. isora. Floral damage caused by the red-vented bulbul, Pycnonotus cafer and by the blister beetle and the insect larvae is detrimental to H. isora reproduction. Natural fruit production is very low which may be due to the in-adequancy of pollinators.",2000
Breeding systems in two species of the genus Helleborus (Ranunculaceae),breeding system; Helleborus bocconei; Helleborus foetidus; reproductive ecology; seed production; sympatric species,,"The results of various types of manual and free pollination are reported in Helleborus bocconei and Helleborus foetidus, two sympatric species of the understorey of submediterranean woods that flower in January-March and are pollinated by bumble-bees of the genus Bombus. species were found to be partially self-compatible even if at different rates; geitonogamy seems to be more frequent in H. foetidus and spontaneous self-pollination does not usually occur for morphological reasons, and the species are not apomictic. Efficiency in seed production alter free pollination was very high indicating that in spite of harsh climatic condition, there were no limitations imposed by pollen or pollinators.",2000
Insect attracting structures on Erodium petals (Geraniaceae),Erodium; false nectaries; nectar collection; flower symmetry; glistening hairs; nectar mimicking structures,GENUS PELARGONIUM GERANIACEAE; ORGANOPHYLETIC PERSPECTIVES; REMARKABLE NECTARIES; SOUTHERN AFRICA; POLLINATION; ECOLOGY,"Two types of structures previously unrecorded in Erodium petals are investigated. Spherical hairs filled with liquid resembling nectar droplets are exclusive to an ibero-mauritanic group of species included in Erodium subsect. Romana. Broad flat hairs which reflect light, shining as do nectar droplets, are restricted to most of the species included in Erodium sect. Malacoidea. Long, simple hairs in petals and sepals are involved in collection of nectar droplets. Some of them are arranged at the margin of the petal claw, just over the nectaries. Others are on the internal surface of sepals or on the upper surface of petals, serving apparently the same function. Their shape is aciculate or flattened. The nectar collected among the hairs forms shining spherical droplets, perceptible to insects. The glistening flat hairs and spheres shine in a similar way, probably mimicking nectar and attracting insects. Species with these special nectarlike structures produce nectar in quantities that can be observed by the naked eye, suggesting that these structures increase the attraction efficiency of flowers. Some taxonomic and biogeographic consequences are also discussed.",2000
Nectar characteristics of interspecific hybrids and their parents in Aesculus (Hippocastanaceae) and Iris (Iridaceae),Aesculus; buckeyes; hybridization; Iris; Louisiana irises; nectar,LOUISIANA IRISES; NATURAL HYBRIDIZATION; FLORAL TRAITS; ZONE; INTROGRESSION; POLLINATION; SPECIATION; ECOLOGY; FLOWERS; VISITS,"We studied nectar production characteristics (volume, sugar concentration, and sugar output) of parental and interspecific hybrid plants of the dicot Aesculus and the monocot Iris. in Aesculus, the bird-pollinated A. pal ia produced significantly larger volumes of significantly Less concentrated nectar than did the bee-pollinated A. sylvatica (7.81 +/- 0.46 mu l vs. 0.99 +/- 0.08 mu l, mean +/- SE, and 28.9 +/- 0.4% vs. 50.3 +/- 0.5%); sugar output for A. pavia was also significantly higher than in A. sylvatica (3.53 +/- 0.33 mg vs. 0.84 +/- 0.04 mg). Plants sampled from a natural hybrid swarm were intermediate between the parental species with respect to nectar volume (5.85 +/- 0.14 mu l) and sugar output (1.76 +/- 0.04 mg), but they produced nectar with significantly lower sugar concentration than both parental species (24.3 +/- 0.2%). In Iris. the bird-pollinated T. fulva produced significantly smaller volumes of significantly less concentrated nectar than did the bee-pollinated I. brevicaulis (20.4 +/- 2.5 mu l vs. 56.6 +/- 6.0 mu l, and 18.3 +/- 0.6% vs. 23.6 +/- 0.3%). The net result was significantly lower sugar output for I. fulva as compared to I. brevicaulis (4.3 =/- 0.6 mg vs. 14.7 +/- 1.7 mg). Regardless of which parental species served as the maternal parent, experimentally generated F-1 interspecific hybrids were almost perfectly intermediate between their parental species with respect to nectar volume (36.6 +/- 4.2 mu l and 36.2 +/- 2.1 mu l) and sugar output (9.8 +/- 0.7 mg and 9.8 +/- 1.4 mg), but their mean concentration was more similar to that of I. brevicaulis (23.3 +/- 0.3% and 24.0 +/- 0.4%). It is unclear whether or not pollinator-mediated selection has shaped and/or maintained the large differences in nectar characteristics between these species.",2000
Trimorphic incompatibility in Eichhornia azurea (Pontederiaceae),tristyly; trimorphic incompatibility; pollen trimorphism; partial incompatibility; clonal aquatic plant,POLLEN-PISTIL INTERACTIONS; INBREEDING DEPRESSION; PANICULATA PONTEDERIACEAE; SAGITTATA PONTEDERIACEAE; CORDATA PONTEDERIACEAE; SELF-INCOMPATIBILITY; TUBE GROWTH; EVOLUTION,"Eichhornia azurea (Pontederiaceae) is a mat-forming, clonal aquatic that inhabits lakes, marshes and river systems in many pal-ts of the Neotropics. The species is tristylous with long-, mid-, and short-styled morphs commonly represented in natural populations. To investigate whether E. azurea possesses a trimorphic incompatibility system typical of tristylous species, we conducted a controlled pollination experiment on 15 clones representing the three style morphs from a natural population near Rosario, Argentina. Comparisons of fruit and seed set following self-, illegitimate, and legitimate pollinations clearly demonstrated the presence of trimorphic incompatibility in E. azurea. Self- and illegitimate pollinations produced significantly less fruit and seed than legitimate pollinations in all three style morphs. Pollen from the two anther levels within a flower exhibited contrasting compatibility relations in self-pollinations, In common with several other tristylous species in Pontederiaceae, the expression of self-incompatibility was weakest in the mid-styled morph and strongest in the short-styled morph, We discuss the ecological and evolutionary significance of the partial expression of trimorphic incompatibility in E, azurea.",2000
Genetic variation of Taxus cuspidata SIEB. et Zucc. in Korea,Taxus cuspidata; genetic diversity; differentiation; allozymes,ALLELE FREQUENCY DATA; POPULATION-STRUCTURE; RARE ALLELES; PACIFIC YEW; BACCATA L; DIVERSITY; DIFFERENTIATION; EQUILIBRIUM; DISTANCE; MARKERS,"Japanese yew (Taxus cuspidate SIEB. et ZUCC.) is a shade-tolerant, dioecious gymnosperm native to Korea, Japan, Manchuria and eastern Siberia. Five natural populations of T. cuspidata in Korea were investigated using starch-gel electrophoresis in an attempt to determine the extent and distribution of genetic variation. The level of genetic diversity (A = 1.7, P-95 = 45.7%, P-99 = 60%, H-o = 0.172, and H-e = 0.168) and the degree of genetic differentiation (G(ST) = 0.067) were comparable to those of other conifers with similar life-histories and ecological traits. Five natural Japanese yew populations seemed to be in equilibrium with the expectations of HARDY-WEINBERG. Isolation by distance was detected. NEI's genetic distance, D, was positively correlated with geographic distance (r = 0.794, p = 0.006). Nm, the number of migrants per generation, was 3.48 and 2.87, depending on estimation procedure, and is similar to values in wind-pollinated conifers. Individual trees widely scattered around natural populations appeared to be critical to the maintenance of genetic variation in Japanese yew. Implications for the conservation of genetic diversity of T. cuspidata are discussed.",2000
