TI,DE,ID,AB,PY
Floral Volatiles in a Sapromyiophilous Plant and Their Importance in Attracting House Fly Pollinators,Apocynaceae; Behavior; Electrophysiology; Floral scent; Musca domestica; Muscidae; Periploca; Pollination; Sapromyophilous,SYNANTHROPIC FLIES; FLOWERS; EVOLUTION; ECOLOGY; MIMICRY; SCENT; MUSCA; RECOGNITION; APOCYNACEAE; RESPONSES,"Floral scent in sapromyiophilous plants often consists of complex blends with not only fetid (e.g., sulfides) but also sweet (e.g., terpenoids) volatile organic compounds, and a recent study suggests that both groups of compounds are involved in pollinator attraction. However, little is known about the number and identity of compounds involved in pollinator attraction in these deceptive plants that mimic breeding sites of fly pollinators. In the present paper, we studied flower volatiles of sapromyiophilous Periploca laevigata and their capability to elicit biological responses in one of the pollinator species, Musca domestica. Floral volatiles were collected by dynamic headspace and analyzed by gas chromatography/mass spectrometry (GC/MS), and electrophysiological (GC/EAD) and behavioral assays (two choice olfactometer) were conducted. In the floral scent of P. laevigata, we detected 44 compounds, of which indole, beta-caryophyllene, and germacrene D, as well as dimethyl trisulfide, which was present in trace amounts, were electrophysiologically active in the antennae of M. domestica. However, when we evaluated in behavioral experiments the attractiveness of the electrophysiologically active compounds (complete mixture against partial mixtures or against single compounds), we found that indole was the only attractive compound for the flies.",2015
Effects of Warming and Drought on the Vegetation and Plant Diversity in the Amazon Basin,Geographical ecology; Functional ecology; Species distribution change; Plant communities; Tropical forests,ABOVEGROUND LIVE BIOMASS; SURFACE AIR-TEMPERATURE; HOLOCENE CLIMATE-CHANGE; TROPICAL SOUTH-AMERICA; WHITE-SAND VEGETATION; LAST GLACIAL MAXIMUM; RAIN-FOREST; FLORISTIC COMPOSITION; NEOTROPICAL FOREST; BRAZILIAN AMAZON,"Climate change is strong in the Amazon basin. Climate models consistently predict widespread warmer and drier conditions by the end of the 21st century. As a consequence, water stress will increase throughout the region. We here review current understanding of the impact of climate change on forests' distribution patterns, species diversity and ecosystem functioning of lowland rainforests in the Amazon basin. We reviewed 192 studies that provide empirical evidence, historical information and theoretical models. Over millions of years rainforests expansions and contractions have been accompanied by changes in the diversity and productivity of forests. In the future, drought will produce forest contractions along the forest edges and the savanna ecotone, causing an extensive savannization, particularly in the east. In terms of diversity, warming will reduce plant species survival by decreasing their productivity, but extinctions may also occur as a result of vegetation disequilibrium, as many plants, dispersal and pollinator species will fail to track changing climate; mild drought kills understory trees and severe drought may eliminate canopy trees as well. Severe droughts will thus produce directional changes in species composition, although these shifts may vary among forests on different soil types. In terms of ecosystem functioning, droughts will reduce root growth and standing biomass and may shift the Amazonian forest from being CO2 sinks to become CO2 sources. Physiological and ecological responses to warming and the feedback between vegetation and climate are still not completely understood. In particular, experimental assays that allow direct conclusions on the response of Amazonian plants to the predicted climatic conditions are needed. Such studies could make possible more reliable estimates of future climatic and vegetation responses.",2015
The Robustness of Plant-Pollinator Assemblages: Linking Plant Interaction Patterns and Sensitivity to Pollinator Loss,,MUTUALISTIC NETWORKS; REPRODUCTIVE SUSCEPTIBILITY; COEVOLUTIONARY NETWORKS; HABITAT FRAGMENTATION; POLLEN LIMITATION; SEED-DISPERSAL; MATING SYSTEM; BAKERS LAW; SPECIALIZATION; NESTEDNESS,"Most flowering plants depend on pollinators to reproduce. Thus, evaluating the robustness of plant-pollinator assemblages to species loss is a major concern. How species interaction patterns are related to species sensitivity to partner loss may influence the robustness of plant-pollinator assemblages. In plants, both reproductive dependence on pollinators (breeding system) and dispersal ability may modulate plant sensitivity to pollinator loss. For instance, species with strong dependence (e.g. dioecious species) and low dispersal (e.g. seeds dispersed by gravity) may be the most sensitive to pollinator loss. We compared the interaction patterns of plants differing in dependence on pollinators and dispersal ability in a meta-dataset comprising 192 plant species from 13 plant-pollinator networks. In addition, network robustness was compared under different scenarios representing sequences of plant extinctions associated with plant sensitivity to pollinator loss. Species with different dependence on pollinators and dispersal ability showed similar levels of generalization. Although plants with low dispersal ability interacted with more generalized pollinators, low-dispersal plants with strong dependence on pollinators (i.e. the most sensitive to pollinator loss) interacted with more particular sets of pollinators (i.e. shared a low proportion of pollinators with other plants). Only two assemblages showed lower robustness under the scenario considering plant generalization, dependence on pollinators and dispersal ability than under the scenario where extinction sequences only depended on plant generalization (i.e. where higher generalization level was associated with lower probability of extinction). Overall, our results support the idea that species generalization and network topology may be good predictors of assemblage robustness to species loss, independently of plant dispersal ability and breeding system. In contrast, since ecological specialization among partners may increase the probability of disruption of interactions, the fact that the plants most sensitive to pollinator loss interacted with more particular pollinator assemblages suggest that the persistence of these plants and their pollinators might be highly compromised.",2015
Disruption of the distylous syndrome in Primula veris,Cowslip; disassortative mating; distyly; herkogamy; heterostyly; legitimate pollination; plant mating system; Primula veris; primrose; self-incompatibility; sexual organ reciprocity,PULMONARIA-OFFICINALIS BORAGINACEAE; SEXUAL ORGAN RECIPROCITY; REPRODUCTIVE ASSURANCE; NATURAL-POPULATIONS; FLORAL VARIATION; TONGUED INSECTS; BREEDING SYSTEM; STIGMA HEIGHT; EVOLUTION; RUBIACEAE,"Background and Aims Distyly is a floral polymorphism characterized by the presence of two discrete morphs with reciprocal positioning of anthers and stigmas in flowers on different plants within the same population. Although reciprocal herkogamy and associated floral traits are generally thought to be discrete and strict polymorphisms, little is known about variation in floral traits related to the distylous syndrome within and among populations of a single species. In this study, variation in floral morphology and reciprocal positioning of the sexual organs in the distylous Primula veris (cowslip) is quantified. Methods Data were collected in ten populations occurring in two contrasting habitat types (grasslands and forests), and for each population the average level of reciprocity was assessed, the strength of the self-incompatibility system was determined, and seed production under natural conditions was quantified. Results In grassland populations, flowers showed clear distyly with low and symmetric reciprocity indices at both the lower and upper level. In forests, P. veris produced larger flowers that showed strong deviations in stigma-anther separation, especially in the L-morph. This deviation was mainly driven by variation in stigma height, resulting in high and asymmetric reciprocity indices and the occurrence of several short-styled homostylous plants. Self-incompatibility was, however, strict in both habitats, and morph ratios did not differ significantly from isoplethy. The observed shift in reciprocity in forest populations was associated with a significant reduction in seed production in the L-morph. Conclusions The results indicate that populations of P. veris show habitat-specific variation in flower morphology. Deviations from perfect reciprocal positioning of stigmas and anthers also translate into reduced seed production, suggesting that small changes in sexual organ reciprocity can have far-reaching ecological and evolutionary implications.",2015
Extrafloral-nectar-based partner manipulation in plant-ant relationships,Ant-plant interactions; extrafloral nectar; manipulation; mutualism; myrmecophytes; secondary compounds,RAIN-FOREST; AMINO-ACID; ALKALOID CONCENTRATIONS; HOMOPTERA MUTUALISMS; SECONDARY COMPOUNDS; MACARANGA-TANARIUS; INDIRECT DEFENSES; JASMONIC ACID; EVOLUTION; POLLINATORS,"Plant-ant interactions are generally considered as mutualisms, with both parties gaining benefits from the association. It has recently emerged that some of these mutualistic associations have, however, evolved towards other forms of relationships and, in particular, that plants may manipulate their partner ants to make reciprocation more beneficial, thereby stabilizing the mutualism. Focusing on plants bearing extrafloral nectaries, we review recent studies and address three key questions: (i) how can plants attract potential partners and maintain their services; (ii) are there compounds in extrafloral nectar that could mediate partner manipulation; and (iii) are ants susceptible to such compounds? After reviewing the current knowledge on plant-ant associations, we propose a possible scenario where plant-derived chemicals, such as secondary metabolites, known to have an impact on animal brain, could have evolved in plants to attract and manipulate ant behaviour. This new viewpoint would place plant-animal interaction in a different ecological context, opening new ecological and neurobiological perspectives of drug seeking and use.",2015
Are breeding system and florivory associated with the abundance of Tillandsia species (Bromeliaceae)?,flowering phenology; resource limitation; self-incompatibility; selfing; Strymon,TROPICAL DRY FOREST; VASCULAR EPIPHYTES; WERAUHIA-GLADIOLIFLORA; SELF-FERTILIZATION; AECHMEA-PECTINATA; PLANTS; POLLINATION; LIMITATION; ECOLOGY; REPRODUCTION,"Plant species abundance is partly determined by reproductive success and the factors that limit this success. We studied the flowering phenology, breeding systems and florivory in a community of seven epiphytic Tillandsia spp. in a tropical dry forest in central Mexico. Flowering periods were distributed throughout the year, and corolla sizes suggested that most species share pollinators. The most common breeding system was self-incompatibility (Tillandsia achyrostachys, T.caput-medusae and T.hubertiana), T.lydiae was infertile, T.circinnatioides was partially self-compatible and T.recurvata and T.schiedeana were self-compatible with high autonomous self-pollination. Floral morphology suggests that delayed selfing occurs in the autonomous self-pollinated species, and separation between stigma and stamens could result in self-pollination in the remaining species being avoided. Less than 5% of the inflorescences in the most abundant species (T.recurvata) suffered damage by florivores, but >40% of inflorescences were damaged in the other species. In damaged inflorescences, fruit set decreased by up to 89%. Our data show that the dominant species (T.recurvata) is autogamous and its reproductive success is slightly reduced by resource constraints and florivory. In the less abundant species, resource limitation and florivory dramatically reduced reproductive success, but the strength of these limiting factors is season dependent.",2015
"Signal Diversity, Sexual Selection, and Speciation",plant animal communication; phenotypic integration; information; reliability; sensory ecology; multimodal signaling,ANIMAL MUTUALISTIC NETWORKS; AVIAN PLUMAGE COLOR; MATE CHOICE; BUMBLE-BEES; MULTIMODAL COMMUNICATION; REPRODUCTIVE ISOLATION; POLLINATOR ATTRACTION; PHYLOGENETIC ANALYSIS; SPECIES RECOGNITION; PUBLIC INFORMATION,"Communication is ubiquitous. Developing a framework for the diversity of signals has important consequences for understanding alternative models of sexual selection and the processes contributing to speciation. In this article we review how models of neutral evolution in the perceptual space of signal perceivers provide a first step toward constructing a framework for signal diversity. We discuss how the distinction between additive and multiplicative effects of multimodal signaling represents a second step. We then assess how signal efficiency, reliability, and the aesthetics of perceivers provide distinct mechanisms for signals to be effective, thereby partly explaining signal diversity. Understanding the relative contribution of each of these mechanisms to the effectiveness of mate choice signals unravels the relative importance of alternative models of sexual selection. It can also help to distinguish whether divergence of communication is a driver or a consequence of speciation. Throughout the review we emphasize the importance of verification and learning in repeated interactions for understanding variation in signals.",2015
Evolutionary and Ecological Consequences of Multiscale Variation in Pollen Receipt for Seed Production,evolution of reproductive allocations; pollen limitation; resource limitation; stochastic environments,CUCURBITA-PEPO CUCURBITACEAE; PLANT REPRODUCTION; INBREEDING DEPRESSION; RESOURCE LIMITATION; POLLINATED PLANTS; OVULE NUMBER; FRUIT-SET; SIZE; POPULATION; ENVIRONMENTS,"Variation in resource availability can select for traits that reduce the negative impacts of this variability on mean fitness. Such selection may be particularly potent for seed production in flowering plants, as they often experience variation in pollen receipt among individuals and among flowers within individuals. Using analytically tractable models, we examine the optimal allocations for producing ovules, attracting pollen, and maturing seeds in deterministic and stochastic pollen environments. In deterministic environments, the optimal strategy attracts sufficient pollen to fertilize every ovule and mature every zygote into a seed. Stochastic environments select for allocations proportional to the risk of seed production being limited by zygotes or seed maturation. When producing an ovule is cheap and maturing a seed is expensive, among-plant variation selects for attracting more pollen at the expense of producing fewer ovules and having fewer resources for seed maturation. Despite this increased allocation, such populations are likely to be pollen limited. In contrast, within-plant variation generally selects for an overproduction of ovules and, to a lesser extent, pollen attraction. Such populations are likely to be resource limited and exhibit low seed-to-ovule ratios. These results highlight the importance of multiscale variation in the evolution and ecology of resource allocations.",2015
Towards a more holistic research approach to plant conservation: the case of rare plants on oceanic islands,Azores; conservation; germination; population genetics; species distribution models; threats; Veronica dabneyi,SPECIES DISTRIBUTION MODELS; MULTILOCUS GENOTYPE DATA; TREE PICCONIA-AZORICA; NICHE FACTOR-ANALYSIS; POPULATION-STRUCTURE; SEED-GERMINATION; GENETIC DIVERSITY; ENDANGERED PLANT; INVASIVE WEED; ENDEMIC PLANT,"Research dedicated to rare endemic plants is usually focused on one given aspect. However, holistic studies, addressing several key issues, might be more useful, supporting management programmes while unravelling basic knowledge about ecological and population-level processes. A more comprehensive approach to research is proposed, encompassing: phylogenetics/systematics, pollination biology and seed dispersal, propagation, population genetics, species distribution models (SDMs), threats and monitoring. We present a holistic study dedicated to Veronica dabneyi Hochst. ex Seub., an endangered chamaephyte endemic to the Azores. Veronica dabneyi was mainly found associated with other endemic taxa; however, invasive plants were also present and together with introduced cattle, goats and rabbits are a major threat. Most populations grow at somewhat rocky and steep locations that appeared to work as refuges. Seed set in the wild was generally high and recruitment of young plants from seed seemed to be frequent. In the laboratory, it was possible to germinate and fully develop V. dabneyi seedlings, which were planted at their site of origin. No dormancy was detected and time for 50 % germination was affected by incubation temperature. Eight new microsatellite markers were applied to 72 individuals from 7 sites. A considerable degree of admixture was found between samples from the two islands Flores and Corvo, with 98 % of the genetic variability allocated within populations. Levels of heterozygosity were high and no evidence of inbreeding was found. Species distribution models based on climatic and topographic variables allowed the estimation of the potential distribution of V. dabneyi on Flores and Corvo using ecological niche factor analysis and Maxent. The inclusion of land-use variables only slightly increased the information explained by the models. Projection of the expected habitat in Faial largely coincided with the only historic record of V. dabneyi on that island. This research could be the basis for the design of a recovery plan, showing the pertinence of more holistic research approaches to plant conservation.",2015
Postzygotic barriers isolate sympatric species of Cyrtandra (Gesneriaceae) in Hawaiian montane forest understories,angiosperms; cross-fertility; hand pollinations; Hawaii; hybridization; islands; reproductive isolation; species boundaries,REPRODUCTIVE ISOLATION; INTERSPECIFIC HYBRIDIZATION; ECOLOGICAL SPECIATION; PLANT RADIATIONS; GENE-FLOW; EVOLUTION; STRENGTH; HYBRIDS; POLLEN; ORIGIN,"PREMISE OF THE STUDY: Recent reviews of reproductive isolation (RI) in plants propose that boundaries between closely related species are maintained predominantly through prezygotic mechanisms. However, few experimental studies have explored how boundaries are maintained in long-lived species. Hawaiian Cyrtandra presents an intriguing challenge to our understanding of RI, as it comprises 60 shrub or small tree species that are almost exclusively restricted to wet forests, where sympatry of multiple species is common. METHODS: We assessed the relative strengths of pre- and postzygotic barriers among four species of Cyrtandra occurring at the extremes of the main Hawaiian Island's natural island-age gradient, Kaua'i (4.7 Myr) and Hawai'i Island (0.6 Myr), to contrast the strengths and stages of reproductive isolation among species at different stages of divergence. KEY RESULTS: A combination of F-1 seed germination, F-1 seedling survival, and F-1 seedling growth isolated (61-91%) three of the species from sympatric relatives. In contrast, the fourth species was isolated (59%) from its sympatric relative through phenological differences alone. Significant postzygotic barriers in between-island crosses were also observed in one species. CONCLUSIONS: Results suggest that boundaries between sympatric Cyrtandra species in Hawaii are maintained predominantly through postzygotic barriers. Observations from between-island crosses indicate that postzygotic barriers can arise in allopatry, which may be important in the initial divergence of populations. Future studies of RI in Cyrtandra should include a broader range of species to determine if postzygotic isolating barriers are foremost in the maintenance of species boundaries in this large genus.",2015
Range increase of a Neotropical orchid bee under future scenarios of climate change,Amazon; Brazil; Climate change; Euglossini; Deforestation; Species distribution models,SPECIES DISTRIBUTION MODELS; ECOLOGICAL NICHE MODELS; PLANT-POLLINATOR INTERACTIONS; BRAZILIAN ATLANTIC FOREST; SAMPLING BIAS; CONSERVATION BIOGEOGRAPHY; FRAGMENTED LANDSCAPE; HYMENOPTERA APIDAE; FAUNA HYMENOPTERA; POTENTIAL IMPACT,"Along with other human impacts, climate change is an important driver of biological changes worldwide and is expected to severely affect species distributions. Although dramatic range shifts and contractions are predicted for many taxa occurring at higher latitudes, including bumble bees, the response of widespread tropical species is less clear due in part to scarcity of reliable occurrence data. Newly mobilized specimen records and improved species distribution models facilitate more robust assessment of future climate effects under various scenarios. Here, we predict both current and future distribution of the orchid bee Eulaema nigrita Lepeletier, 1841 (Apidae: Euglossinae), a large-bodied species widely distributed in the Neotropics whose populations within the Amazon region are believed to be controlled by cleptoparasitic Euglossini bees, such as Exaerete smaragdina Gu,rin-Men,ville, 1844 and Aglae caerulea Lepeletier and Serville, 1825. Under both current and future scenarios of climate change, El. nigrita is expected to persist in deforested areas including those that might suffer desertification. While under current climatic conditions this species is not expected to occur in central Amazonia where the forest is still conserved, its range is expected to increase under future scenarios of climate change, especially in areas corresponding to the arc of deforestation in eastern Amazonia. The increase of human-related disturbances in this biome, as well as changes in the relationship of El. nigrita-Ex. smaragdina and El. nigrita-A. caerulea may explain the potential range increase of El. nigrita under future scenarios of climate change.",2015
The neonicotinoid imidacloprid impairs honey bee aversive learning of simulated predation,Sting extension response; SER; Olfactory learning; Classical conditioning; Pesticides; Xenobiotic; Apis mellifera; Bee health,STING EXTENSION REFLEX; APIS-MELLIFERA; PROBOSCIS EXTENSION; CRAB SPIDERS; FLORAL SCENT; EXPOSURE; MEMORY; POLLINATORS; PESTICIDES; BEHAVIOR,"Neonicotinoid insecticides can impair bee learning and memory cognitive features that play a key role in colony fitness because they facilitate foraging. For example, the commonly used neonicotinoid imidacloprid reduces honey bee olfactory learning. However, no studies have previously determined whether imidacloprid can impair aversive associative learning, although such learning should enhance bee survival by allowing bees to avoid dangerous foraging sites. To mimic attempted predation of foragers, we developed an electro-mechanical predator that consistently attacked foragers with a pinching bite at a fixed force and elicited aversive olfactory learning in a sting extension response (SER) assay. We show that chronic exposure to a sublethal concentration of imidacloprid (25.6 mu g l(-1) = 20.8 ppb) over 4 days (mean of 1.5 mu g per bee day(-1)), significantly impaired aversive short-term learning and memory retention. Imidacloprid treatment reduced short-term learning by 87% and memory retention by 85% in comparison with control bees. Imidacloprid therefore impairs the ability of honey bees to associate a naturalistic predation stimulus - biting - with floral odor compounds. Such learning should enhance bee survival, suggesting that xenobiotics could alter more complex ecological interactions such as predator-prey relationships.",2015
Colony and individual life-history responses to temperature in a social insect pollinator,bumblebees; climate change; colony cycle; phenology; pollination; thermoregulation,TERRESTRIS L. HYMENOPTERA; DIVISION-OF-LABOR; CLIMATE-CHANGE; BUMBLEBEE COLONIES; SEX-RATIOS; APIDAE; LONGEVITY; PHENOLOGY; BEES; THERMOREGULATION,"Pollinating insects are of major ecological and commercial importance, yet they may be facing ecological disruption from a changing climate. Despite this threat, few studies have investigated the life-history responses of pollinators to experimentally controlled changes in temperature, which should be especially informative for species with complex life histories such as eusocial insects. This study uses the key pollinator Bombus terrestris, a eusocial bumblebee with an annual colony cycle, to determine how temperature affects life-history traits at both individual and colony levels. In two laboratory experiments, we reared B.terrestris colonies at either 20 or 25 degrees C, and measured differences in a set of life-history traits including colony longevity, queen longevity, worker longevity, production of workers, production of sexuals (queen and male production) and growth schedule, as well as effects on thermoregulatory behaviours. Higher rearing temperature had a significant positive effect on colony longevity in one of the two experiments but no significant effects on queen or worker longevity. Higher rearing temperature significantly increased colony size but did not affect the timing of peak colony size. It was also associated with significantly higher queen production but had no effect on the production of workers or males or the timing of male production. Higher temperature colonies exhibited significantly more wing fanning by workers and significantly less wax canopy construction. Hence, an increase in rearing temperature of a few degrees increased colony longevity, colony size and queen production. However, individual longevity was not affected and so may have been buffered by changes in costly thermoregulatory behaviours. We conclude that eusocial insects may show complex phenotypic responses to projected temperature increases under climate change, including effects on productivity and reproduction at the colony level. Such effects should be considered when predicting the impact of climate change on the provision of essential pollination services.",2015
Floral nectary morphology and evolution in Pedicularis (Orobanchaceae),anatomy; ancestral state reconstruction; nectary form; pollinator behaviour; rudimentary structure,POLLINATION ECOLOGY; REPRODUCTIVE ISOLATION; HEMIPARASITIC GENUS; RHINANTHUS-MINOR; FLOWERS; SCROPHULARIACEAE; BUMBLEBEES; CHINA; L.; ULTRASTRUCTURE,"Intricate associations between floral morphology and pollinator foraging behaviour are common. In this context, the presence and form of floral nectaries can play a crucial role in driving floral evolution and diversity in flowering plants. However, the reconstruction of the ancestral state of nectary form is often hampered by a lack of anatomical studies and well-resolved phylogenetic trees. Here, we studied 39 differentially pollinated Pedicularis spp., a genus with pronounced interspecific variation in colour, shape and size of the corolla. Anatomical and scanning electron microscopy observations revealed two nectary forms [bulged (N=27) or elongated (N=5)] or the absence of nectaries (N=7). In a phylogenetic context, our data suggest that: (1) the bulged nectary should be the ancestral state; (2) nectaries were independently lost in some beaked species; and (3) elongated nectaries evolved independently in some clades of beakless species. Phylogenetic path analysis showed that nectary presence is indirectly correlated with beak length/pollinator behaviour through an intermediate factor, nectar production. No significant correlation was found between nectary type and nectar production, beak length or pollinator behaviour. Some beaked species had nectary structures, although they did not produce nectar. The nectary in beaked species may be a vestigial structure retained during a recent rapid radiation of Pedicularis, especially in the Himalaya-Hengduan Mountains of south-western China.",2015
Hybridization and reproductive isolation between diploid Erythronium mesochoreum and its tetraploid congener E-albidum (Liliaceae),Flow cytometry; geographic isolation; pollinator-mediated isolation; polyploidy; reproductive barriers; speciation,CHAMERION-ANGUSTIFOLIUM ONAGRACEAE; MIXED-PLOIDY POPULATIONS; FLOWERING PLANTS; POLYPLOID PLANTS; ECOLOGICAL SPECIATION; SELF-FERTILIZATION; FLOW-CYTOMETRY; EVOLUTION; DIVERSITY; SIZE,"Polyploidy has played an important role in angiosperm diversification, but how polyploidy contributes to reproductive isolation remains poorly understood. Most work has focused on postzygotic reproductive barriers, and the influence of ploidy differences on prezygotic barriers is understudied. To address these gaps, we quantified hybrid occurrence, interspecific self-compatibility differences, and the contributions of multiple pre- and postzygotic barriers to reproductive isolation between diploid Erythronium mesochoreum (Liliaceae) and its tetraploid congener Erythronium albidum. Reproductive isolation between the study species was nearly complete, and naturally occurring hybrids were infrequent and largely sterile. Although postzygotic barriers effected substantial reproductive isolation when considered in isolation, the study species' spatial distributions and pollinator assemblages overlapped little, such that interspecific pollen transfer is likely uncommon. We did not find evidence that E. albidum and E. mesochoreum differed in mating systems, indicating that self-incompatibility release may not have fostered speciation in this system. Ultimately, we demonstrate that E. albidum and E. mesochoreum are reproductively isolated by multiple, hierarchically-operating barriers, and we add to the currently limited number of studies demonstrating that early acting barriers such as pollinator-mediated isolation can be important for effecting and sustaining reproductive isolation in diploid-polyploid systems.",2015
"Nest Suitability, Fine-Scale Population Structure and Male-Mediated Dispersal of a Solitary Ground Nesting Bee in an Urban Landscape",,SEX-BIASED DISPERSAL; GENETIC-STRUCTURE; MATING SYSTEMS; INBREEDING DEPRESSION; PAIRWISE RELATEDNESS; ECOSYSTEM SERVICES; MOLECULAR MARKERS; RE-IMPLEMENTATION; EFFECTIVE NUMBER; COMMUNAL BEE,"Bees are the primary pollinators of flowering plants in almost all ecosystems. Worldwide declines in bee populations have raised awareness about the importance of their ecological role in maintaining ecosystem functioning. The naturally strong philopatric behavior that some bee species show can be detrimental to population viability through increased probability of inbreeding. Furthermore, bee populations found in human-altered landscapes, such as urban areas, can experience lower levels of gene flow and effective population sizes, increasing potential for inbreeding depression in wild bee populations. In this study, we investigated the fine-scale population structure of the solitary bee Colletes inaequalis in an urbanized landscape. First, we developed a predictive spatial model to detect suitable nesting habitat for this ground nesting bee and to inform our field search for nests. We genotyped 18 microsatellites in 548 female individuals collected from nest aggregations throughout the study area. Genetic relatedness estimates revealed that genetic similarity among individuals was slightly greater within nest aggregations than among randomly chosen individuals. However, genetic structure among nest aggregations was low (Nei's G(ST) = 0.011). Reconstruction of parental genotypes revealed greater genetic relatedness among females than among males within nest aggregations, suggesting male-mediated dispersal as a potentially important mechanism of population connectivity and inbreeding avoidance. Size of nesting patch was positively correlated with effective population size, but not with other estimators of genetic diversity. We detected a positive trend between geographic distance and genetic differentiation between nest aggregations. Our landscape genetic models suggest that increased urbanization is likely associated with higher levels of inbreeding. Overall, these findings emphasize the importance of density and distribution of suitable nesting patches for enhancing bee population abundance and connectivity in human dominated habitats and highlights the critical contribution of landscape genetic studies for enhanced conservation and management of native pollinators.",2015
"Floral sex allocation and reproductive success within inflorescences of Hosta ventricosa, a pseudogamous apomict",Hosta ventricosa; pollen limitation; pollen-ovule ratio; pseudogamous apomict; resource limitation; within inflorescences,RESOURCE LIMITATION; TEMPORAL VARIATION; RELATIVE IMPORTANCE; SEED SET; FLOWERS; POLLEN; LILIACEAE; PATTERNS; FRUIT; RANUNCULACEAE,"Aims Within inflorescences of sexually reproducing hermaphrodites, the production of ovules, fruits and seeds commonly declines from basal (early-opening) to distal (late-opening) flowers, while pollen production remains constant or only changes slightly, with the result that distal (late-opening) flowers become functionally male. However, few empirical studies have specifically examined whether or not changes in allocation to pollen production actually lead to changes in the number of seeds sired, a more direct measure of male fitness. In pseudogamous apomicts, fitness depends on the number of seeds produced; thus, a contrasting pattern of variation in the pollen-to-ovule (P/O) ratio within inflorescences might be expected. Methods We investigated floral sex allocation and reproductive success within racemes of Hosta ventricosa, a pseudogamous apomictic hermaphrodite possessing flowers that open acropetally. We quantified variations in pollen number, ovule number, the P/O ratio and fruit and seed production, from 2007 to 2011, among flowers within racemes of four populations of H. ventricosa in southwest China. Ecological causes for fruit and seed production were evaluated by observing patterns of pollen deposition, flower removal and supplemental pollination. Important Findings Pollen number, ovule number and the P/O ratio declined from basal-to-distal positions in all sampled populations (years). Fruit and seed production decreased distally in most populations (years). Low fruit and seed set of distal flowers was not due to pollen limitation because pollen deposition never declined distally and the low fruit and seed set of distal flowers remained even after supplementary pollination was provided. The flower-removal experiment indicated that inter-fruit competition for resources among flowers was common. The low P/O ratio of distal flowers in H. ventricosa might be favored because they were unable to obtain fitness by donating pollen and siring seeds on other plants. Our study may help to understand the adaptive significance of sex allocation among flowers within inflorescences of sexually reproducing hermaphrodites.",2015
Temporal dynamics of a commensal network of cavity-nesting vertebrates: increased diversity during an insect outbreak,"cavity-nesting vertebrates; insect outbreak; interaction diversity; mountain pine beetle; nest web; network architecture; network dynamics; resource pulse; William's Lake, British Columbia, Canada",PLANT-POLLINATOR INTERACTIONS; FOOD-WEB STRUCTURE; ECOLOGICAL NETWORKS; BRITISH-COLUMBIA; CRITICAL RESOURCE; PULSED RESOURCES; TREE SWALLOWS; COMMUNITIES; SELECTION; ROBUSTNESS,"Network analysis offers insight into the structure and function of ecological communities, but little is known about how empirical networks change over time during perturbations. ""Nest webs'' are commensal networks that link secondary cavity-nesting vertebrates (e.g., bluebirds, ducks, and squirrels, which depend on tree cavities for nesting) with the excavators (e.g., woodpeckers) that produce cavities. In central British Columbia, Canada, Northern Flicker (Colaptes auratus) is considered a keystone excavator, providing most cavities for secondary cavity-nesters. However, roles of species in the network, and overall network architecture, are expected to vary with population fluctuations. Many excavator species increased in abundance in association with a pulse of food (adult and larval beetles) during an outbreak of mountain pine beetle (Dendroctonus ponderosae), which peaked in 2003-2004. We studied nest-web dynamics from 1998 to 2011 to determine how network architecture changed during this resource pulse. Cavity availability increased at the onset of the beetle outbreak and peaked in 2005. During and after the outbreak, secondary cavity-nesters increased their use of cavities made by five species of beetle-eating excavators, and decreased their use of flicker cavities. We found low link turnover, with 74% of links conserved from year to year. Nevertheless, the network increased in evenness and diversity of interactions, and declined slightly in nestedness and niche overlap. These patterns remained evident seven years after the beetle outbreak, suggesting a legacy effect. In contrast to previous snapshot studies of nest webs, our dynamic approach reveals how the role of each cavity producer, and thus quantitative network architecture, can vary over time. The increase in interaction diversity with the beetle outbreak adds to growing evidence that insect outbreaks can increase components of biodiversity in forest ecosystems at various temporal scales. The observed changes in (quantitative) network architecture contrast with the relatively stable (qualitative) architecture of empirical mutualistic networks that have been studied to date. However, they are consistent with recent theory on the importance of population fluctuations in driving network architecture. Our results support the view that models should allow for the possibility of rewiring (species switching partners) to avoid overestimation of secondary extinction risk.",2015
Clustering methods differ in their ability to detect patterns in ecological networks,clustering; compartment; ecological network; module,COEVOLUTIONARY NETWORKS; EVOLUTIONARY HISTORY; COMMUNITY STRUCTURE; BIPARTITE NETWORKS; COMPARTMENTS; MODULARITY; ARCHITECTURE; GRAPHS,"Network ecology has been an extraordinarily fertile field of research over the last 20years. Its ultimate goal is to understand how the complex systems of interdependent species assemble, function and evolve. Here, we aimed to help ecologists to select the best methods for detecting subgroups of highly interacting species (usually referred to as compartments or modules) in bipartite networks (e.g. plant-pollinator networks, host-parasite networks), because these subgroups may reveal the processes underlying the assembly of the network and may influence its stability. We simulated several thousand bipartite ecological networks and we compared seven methods of network clustering in terms of their ability to retrieve the number and the composition of species subgroups. Among the seven methods compared, we found that the edge-betweenness algorithm was the best option for binary networks. The stochastic block model was the best method for weighted networks. Modularity maximization, the most popular clustering method in ecology, was among the three best methods in both cases. We thus provide ecology researchers with precise advice concerning the best choice of network clustering method, according to the type of data collected. We also provide the code for simulating bipartite networks and clustering them, in order to facilitate future methodological comparisons.",2015
